id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
176,Dal Tadkaa,Yes,No,3.8,242,Jayanagar,Casual Dining,"Neer Dosa, Sea Food, Ghee Rice, Marwai Sukka, Egg Biryani, Kori Roti, Thai Fish","Mangalorean, Seafood, Chinese, Biryani",650,Delivery
177,Chutney Chang,Yes,No,3.6,27,Basavanagudi,Dessert Parlor,,Fast Food,250,Delivery
178,Mystique Palate,Yes,No,4.1,163,Basavanagudi,Quick Bites,"White Pasta, Noodles, Babycorn Manchurian, Pizza, Veg Momos, Fry Momos, Tawa Pulav","Continental, Fast Food, Street Food, Momos",500,Delivery
179,Thamboola,Yes,No,4.2,191,Basavanagudi,Quick Bites,"Masala Dosa, Sandwiches, Coffee, Onion Dosa, Rava Dosa, Chaat, Sandwich","Street Food, Fast Food",250,Delivery
180,Castle Rock,Yes,No,3.5,32,Banashankari,Quick Bites,"French Fries, Burgers","Pizza, Sandwich, Burger, Fast Food",150,Delivery
181,Vietnamese Kitchen,Yes,No,2.5,247,Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,500,
182,C Corner,Yes,Yes,4.1,2339,Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ","1,500",Delivery
183,Paratha Merchant,Yes,No,4.1,337,Jayanagar,Quick Bites,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries","Chinese, Fast Food",300,Delivery
184,North Rasoe,Yes,No,3.9,135,Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",800,Delivery
185,Toscano,Yes,No,3.6,172,Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",700,Delivery
186,Lord Of The Kitchen,Yes,No,3.6,105,Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,700,Delivery
187,Stoned Monkey,Yes,No,4.2,504,Banashankari,Cafe,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos","Cafe, Mexican, Italian, Momos, Beverages",550,Delivery
188,Central Jail Restaurant,Yes,No,3.2,36,Kumaraswamy Layout,Quick Bites,,"Fast Food, Street Food",200,Delivery
189,Bella,Yes,No,3.1,39,Kumaraswamy Layout,Quick Bites,,North Indian,300,Delivery
190,Vennela Andhra Meals,Yes,No,3.1,5,Kumaraswamy Layout,Casual Dining,,"North Indian, Chinese, Biryani, Kebab",500,Delivery
191,New Prashanth Hotel,Yes,Yes,4.3,1129,Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad","1,300",Delivery
192,The Grillo,Yes,No,3.9,56,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese",350,Delivery
193,Re Malnad Nati Style Hotel,Yes,No,4.3,860,Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500,Delivery
194,Karma Kaapi,Yes,No,3.8,412,Jayanagar,Casual Dining,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",700,Delivery
195,Tiwari's,Yes,Yes,3.9,142,Jayanagar,Casual Dining,"Murgh Ghee Roast, Fish Fry, Ghee Roast Paneer, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian","1,000",Delivery
196,Pizza Stop,Yes,No,3,23,Jayanagar,Quick Bites,,Andhra,400,Delivery
197,Biggies Burger 'n' More,Yes,No,3.6,143,Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",750,Delivery
198,Kollapuri's,Yes,Yes,2.8,80,Jayanagar,Casual Dining,,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500,Delivery
199,Kadamba Classic,Yes,No,3.6,16,JP Nagar,Casual Dining,,South Indian,400,Delivery
200,RS Shiv Sagar,Yes,No,4.4,181,Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",250,Delivery
201,Kholi Mane,Yes,No,3.8,70,Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",200,Delivery
202,Harshi Super Sandwich,Yes,No,3.8,164,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600,Delivery
203,Cake Yard,Yes,No,3.6,58,Kumaraswamy Layout,Quick Bites,"Burgers, Fries, Mojito, Chicken Burger","Cafe, Burger, Beverages",650,Delivery
204,Sri Udupi Veg,No,No,3.8,148,Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",550,Delivery
205,Cake Art,No,No,3.9,206,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450,Delivery
206,Potato House,No,No,3.6,16,Mysore Road,Quick Bites,,South Indian,300,Delivery
207,Matru Sagar,No,No,3.7,217,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450,Delivery
208,Ugadi,No,No,3.6,46,Basavanagudi,Quick Bites,,"Andhra, South Indian, Biryani, North Indian",450,Delivery
209,Sri Krishna Sweets,No,No,3.8,148,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150,Delivery
210,In Time Cane Juice,No,No,3.4,30,Basavanagudi,Dessert Parlor,,Desserts,250,Delivery
211,Subway,No,No,3.6,8,Mysore Road,Casual Dining,,"North Indian, South Indian, Andhra, Chinese",800,Delivery
212,Daal Roti,No,No,3.3,4,Jayanagar,Quick Bites,,South Indian,250,Delivery
213,The Lassi Park,No,No,3.5,15,Basavanagudi,"Bakery, Quick Bites",,Bakery,400,Delivery
214,A2B - Adyar Ananda Bhavan,Yes,No,3.4,9,Uttarahalli,Quick Bites,,Street Food,200,Delivery
215,Srikrishna Bhavan,Yes,No,3.7,31,Mysore Road,Quick Bites,,"South Indian, North Indian",300,Delivery
216,Green Gardenia,Yes,No,2.9,177,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700,
217,J Spice,Yes,No,3.7,22,Basavanagudi,Sweet Shop,,"Mithai, Desserts",250,Delivery
218,Karavali Family Restaurant,Yes,No,3.5,10,Kumaraswamy Layout,Beverage Shop,,"Juices, Beverages",100,Delivery
219,Karavali Lunch Home,Yes,No,3.7,136,Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",600,Delivery
220,Hatti Kaapi,Yes,No,2.9,35,Kumaraswamy Layout,Quick Bites,,"North Indian, Chinese",250,Delivery
221,Kolkata Kathi Roll's,Yes,No,4.1,185,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200,Delivery
222,Upahara Darshini,Yes,No,3.2,17,Jayanagar,Cafe,,"Cafe, Fast Food",900,Delivery
223,The Chaat Shop,Yes,No,3.8,155,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",400,Delivery
224,Anda Ka Funda,Yes,No,3.8,42,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",300,Delivery
225,Shri Vinayaka Ice N Juice,Yes,No,3.8,286,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,600,Delivery
226,Ibaco,Yes,No,3.8,160,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700,Delivery
227,Jalaram Sweets,Yes,No,3.8,59,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750,Delivery
228,Samskruti - Sanman Gardenia,Yes,No,3.5,90,Jayanagar,Casual Dining,,"Seafood, Biryani, South Indian, North Indian, Chinese",500,Delivery
229,Bendakaluru Bytes,Yes,No,3.7,51,Kumaraswamy Layout,Quick Bites,,"South Indian, Mangalorean",350,Delivery
230,Cocoa Bakes,Yes,No,4,89,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200,Delivery
231,Chumma Delicious,Yes,No,3.6,18,Banashankari,Quick Bites,,"Fast Food, Rolls",250,Delivery
232,SSV Upahar,Yes,No,3.9,40,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600,Delivery
233,Dwaraka Grand,Yes,No,2.5,35,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200,Delivery
234,Gufha - The President Hotel,Yes,No,3.4,89,Jayanagar,Quick Bites,,"North Indian, Chinese, Rolls",250,Delivery
235,Tanna's Kitchen,Yes,No,3.2,11,Basavanagudi,Quick Bites,,"Beverages, Fast Food",150,Delivery
236,Shree Mandarathi Grand,Yes,No,3.6,62,Banashankari,"Quick Bites, Cafe","Pasta, Iced Tea","Italian, Fast Food, Cafe, European",600,Delivery
237,Mojo Pizza - 2X Toppings,Yes,No,3.9,33,Jayanagar,Dessert Parlor,,Desserts,300,Delivery
238,Iceberg Icecreams,Yes,No,3.8,32,Jayanagar,Sweet Shop,,"Desserts, Mithai",250,Delivery
239,South Kitchen,Yes,No,4.1,139,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550,Delivery
240,Chung Wah,Yes,No,3.2,154,Vijay Nagar,Quick Bites,,Fast Food,300,Delivery
241,Shanthi Sagar,Yes,No,3.6,14,Banashankari,Bakery,,"Bakery, Desserts",350,Delivery
242,Millet Mama,Yes,No,3.7,237,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",200,Delivery
243,Bangarpet Chat Express,Yes,No,3.9,388,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650,Delivery
244,Prems Graama Bhojanam,Yes,No,0,0,Jayanagar,Quick Bites,,"South Indian, Chinese",300,Delivery
245,Java City,Yes,No,3.9,128,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",500,Delivery
246,Kamat Bugle Rock,Yes,Yes,4.1,1875,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai","1,200",Delivery
247,Puliyogare Point,Yes,No,3.8,90,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650,Delivery
248,Bangalore Agarwal Bhavan,Yes,No,3.1,7,Kumaraswamy Layout,Quick Bites,,"Italian, Chinese, Street Food",250,Delivery
249,Rustic Stove,Yes,No,3.7,38,Uttarahalli,Casual Dining,,"South Indian, North Indian",400,Delivery
250,Udupi Ruchi Grand,Yes,No,4.2,179,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,600,Delivery
251,De Thaali,Yes,No,4,43,Basavanagudi,Dessert Parlor,,"Desserts, Ice Cream",250,Delivery
252,Just Thindi,Yes,No,4.3,275,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100,Delivery
253,Vasanth Vihar - Since 1965,Yes,No,3.7,323,Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",850,Delivery
254,Sea Spice by 7 Star,Yes,No,3.1,28,Uttarahalli,Casual Dining,,"South Indian, North Indian, Chinese",400,Delivery
255,Desi Dawat,Yes,No,3.9,18,Basavanagudi,Quick Bites,,"South Indian, Healthy Food",200,Delivery
256,Cafe Aira,Yes,No,3.3,6,Basavanagudi,Quick Bites,,"Street Food, Fast Food",100,Delivery
257,Mast Punjabi,Yes,No,4.3,322,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400,Delivery
258,South Grand,Yes,No,2.6,157,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450,Delivery
259,The Pizzeria,Yes,No,3.9,543,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300,Delivery
260,Cafe Zone,Yes,No,3.7,180,Banashankari,Cafe,"Pizza, Garlic Bread","Cafe, Pizza, Fast Food, Beverages",500,Delivery
261,Ruchis Point,Yes,No,4.2,444,Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100,Delivery
262,Firangi Bake,Yes,No,3.9,134,Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400,Delivery
263,The Royal Corner - Pai Viceroy,Yes,No,3.8,577,Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900,Delivery
264,Hara Fine Dine,Yes,No,4.2,60,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",200,Delivery
265,Chocoberry,Yes,No,3.9,144,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550,Delivery
266,Dakshin Grand,Yes,No,4.1,787,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800,Delivery
267,Sandwichwallas,Yes,No,3.6,16,Basavanagudi,Quick Bites,,South Indian,200,Delivery
268,Chai Mane,Yes,No,3.6,84,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250,Delivery
269,SLV Upachar,Yes,No,3.6,95,Banashankari,Quick Bites,,"South Indian, Street Food",150,Delivery
270,Waffle-A-Go Go,Yes,Yes,4,349,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1,200",Delivery
271,Cross Road Cafe,Yes,No,3.7,248,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400,Delivery
272,Anand Donne Biriyani,Yes,No,4.1,216,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500,Delivery
273,Seven Star,Yes,No,4,324,Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700,Delivery
274,Stop 'N' Joy,Yes,No,2.6,231,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400,
275,Sri Yaksha Shiv Sagar,Yes,No,3.4,102,Uttarahalli,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",400,Delivery
276,Fudge,Yes,No,3.9,133,Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery
277,Just Bunny,Yes,No,2.8,45,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800,Delivery
278,Bakers Town,Yes,No,3.9,149,Kumaraswamy Layout,Quick Bites,,"Fast Food, Chinese, Rolls",300,Delivery
279,Shree Mahalakshmi Sweets,Yes,No,3.8,75,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200,Delivery
280,Kaapi Kendra,Yes,No,4,53,Rajarajeshwari Nagar,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",600,Delivery
281,Ivy,Yes,Yes,4.2,815,Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900,Delivery
282,The Airos,Yes,Yes,4,633,Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",800,Delivery
283,Chai Kraft,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400,Delivery
284,South Point Pub,Yes,No,3,82,Banashankari,Quick Bites,,"South Indian, North Indian, Chinese, Street Food",300,Delivery
285,The Trundle,Yes,No,3.7,35,Jayanagar,Quick Bites,,Fast Food,200,Delivery
286,The Krishna Grand Xpress,Yes,No,3.6,20,Basavanagudi,Quick Bites,,"Juices, Fast Food",150,Delivery
287,Sri Krishna Darshini,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,,"South Indian, Chinese, Street Food",250,Delivery
288,Shringar Sweets & Snacks,Yes,No,3.9,70,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400,Delivery
289,Udupi Grand,Yes,No,3.9,91,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300,Delivery
290,Ganesh Grand,Yes,No,3.6,45,Jayanagar,Quick Bites,,Biryani,200,Delivery
291,Shreyas Upahar & Burger Point,Yes,No,3.4,7,Banashankari,Quick Bites,,"North Indian, Chinese",250,Delivery
292,Little Cafe,Yes,No,3.8,28,Banashankari,Quick Bites,,Fast Food,150,Delivery
293,Mumbai Badam Milk & Lassi Center,Yes,No,3.6,24,Banashankari,Casual Dining,,"North Indian, Chinese",600,Delivery
294,Sri Krishna Sagar,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,,"Desserts, Momos",200,Delivery
295,Mylari Biryani Family Restaurant,Yes,No,3.5,11,Jayanagar,Quick Bites,,Fast Food,200,Delivery
296,1980s Games Cafe,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650,Delivery
297,Kadala Tarangaa,Yes,No,3.2,8,Banashankari,Sweet Shop,,"Mithai, Street Food",100,Delivery
298,Namma Biryani,Yes,No,3.7,14,Jayanagar,Quick Bites,,South Indian,100,Delivery
299,Nandhanu's Rasoi,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600,Delivery
300,Hotel Pork Paradise,Yes,No,4.1,130,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650,Delivery
301,As On Fire,Yes,No,4.1,30,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100,Delivery
302,J K Fish Land,Yes,No,3.8,144,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700,Delivery
303,Curry Leaves,Yes,No,3.4,11,Basavanagudi,Bar,,"North Indian, Seafood, Chinese",800,Delivery
304,Magic Meals,Yes,No,3.7,133,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700,Delivery
305,Desi Cream Junction,Yes,No,4,136,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350,Delivery
306,Drunken Monkey,Yes,No,3.1,4,Basavanagudi,Quick Bites,,"South Indian, North Indian, Chinese",200,Delivery
307,Ruchi's Corner,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites",,"Mithai, South Indian, Street Food, Fast Food",200,Delivery
308,Tandoori Bytes,Yes,No,3.8,74,Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300,Delivery
309,Bangalore Donne Biriyani,Yes,No,3.7,30,Basavanagudi,Quick Bites,,"South Indian, North Indian, Desserts",300,Delivery
310,SGS Non Veg - Gundu Pulav,Yes,No,3,7,Basavanagudi,Quick Bites,,"South Indian, Burger",200,Delivery
311,Keventers,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites",,"Cafe, South Indian",200,Delivery
312,Navi Food Point,Yes,No,3.7,54,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600,Delivery
313,Shawarma Inc,Yes,No,3.6,23,Basavanagudi,Kiosk,,"Beverages, Desserts",100,Delivery
314,The Cafe Nuts and Bolts,Yes,No,3.2,119,Banashankari,Casual Dining,,"North Indian, Chinese",400,Delivery
315,AM WOW,Yes,No,3.7,73,Banashankari,Quick Bites,,"Biryani, Fast Food",400,Delivery
316,Lalbagh Grand,Yes,No,3.4,58,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400,Delivery
317,Funjabi Curries,Yes,No,3.6,129,Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",600,
318,Eat Repeat,Yes,No,3.6,24,Banashankari,Quick Bites,,"Biryani, Chinese, North Indian",250,Delivery
319,Salut,Yes,No,3,175,Kumaraswamy Layout,Quick Bites,,"Chinese, North Indian",400,Delivery
320,Nammura Donne Biriyani,Yes,No,3.7,21,Mysore Road,Quick Bites,,South Indian,300,Delivery
321,Lassi Stop,Yes,No,3.5,41,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400,Delivery
322,Dakshin Kitchen,Yes,No,3.6,35,Jayanagar,Quick Bites,,"Seafood, Mangalorean",300,Delivery
323,Sri Sai Cafe,Yes,No,4.1,176,Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800,Delivery
324,Sri Sai 99 Variety Dosa,Yes,No,3.5,45,Banashankari,Beverage Shop,,"Beverages, Ice Cream, Fast Food",300,Delivery
325,Utsav Restaurant,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",400,Delivery
326,Crunch and Munch,Yes,Yes,3.7,36,Jayanagar,Casual Dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",650,Delivery
327,Food Geek,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites",,"Beverages, Fast Food",400,Delivery
328,Sri Krishna Aramane,Yes,No,2.7,123,Banashankari,Quick Bites,,Fast Food,200,Delivery
329,Great Indian Rolls,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,,North Indian,700,Delivery
330,Chats Point,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,,"South Indian, Biryani",300,Delivery
331,Food Point,Yes,No,3.8,101,Banashankari,Quick Bites,,"Biryani, Fast Food",400,Delivery
332,Swarga Ruchi,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",,"Desserts, Beverages, Ice Cream",400,Delivery
333,Kolkata King,Yes,No,3.6,22,Basavanagudi,Quick Bites,,Fast Food,200,Delivery
334,Sandwich Mama's And Frozen Monster,Yes,No,3.1,31,Banashankari,Takeaway,,"Rolls, Lebanese",250,Delivery
