id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
28092,,Yes,No,3.8,266,Richmond Road,Casual Dining,"Manchurian, Noodles, Chop Suey, Basil Chicken, Triple Schezwan, Dragon Chicken, Schezwan Rice","Chinese, Thai",850,Dine-out
28093,,No,Yes,4,1025,Brigade Road,Casual Dining,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka","North Indian, Mughlai, Kebab",700,Dine-out
28094,,No,No,2.9,12,Church Street,Cafe,,"Cafe, Fast Food",700,Dine-out
28095,,Yes,Yes,3.9,94,Brigade Road,"Casual Dining, Bar","Balti Gosht, Cocktails, Dal Makhani","Mughlai, North Indian, Desserts","1,300",Dine-out
28096,,No,Yes,4.2,264,MG Road,"Casual Dining, Bar","Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto","Thai, Continental, North Indian","1,500",Dine-out
28097,,No,Yes,3.8,53,Infantry Road,Casual Dining,,"Continental, South Indian, North Indian, Asian","1,100",Dine-out
28098,,No,Yes,3.6,279,St. Marks Road,"Casual Dining, Bar","Murgh Ghee Roast, Veg Thali, Chicken Chettinad, Chicken Kshatriya, Mutton Chops, Hyderabadi Biryani, Roti","Andhra, Chinese, North Indian",800,Dine-out
28099,,No,No,2.3,118,Richmond Road,Casual Dining,"Coffee, Idli, Vada, Thali","Chinese, South Indian, North Indian",650,Dine-out
28100,,Yes,No,3.9,218,Brigade Road,Casual Dining,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad","Pizza, Italian, Continental, Desserts",800,Dine-out
28101,,No,No,3.8,217,Lavelle Road,Casual Dining,"Pasta, Salads, Mousse, Brownie, Chicken Sandwich, Fish Grill, Lunch Buffet","Italian, Chinese, Continental, North Indian, Seafood, Thai","2,000",Dine-out
28102,,Yes,No,3.8,263,MG Road,Cafe,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",Cafe,700,Dine-out
28103,,Yes,No,4,872,Lavelle Road,Quick Bites,"Masala Dosa, Chole, Filter Coffee, Tea, Vada, Idli, Upma","South Indian, North Indian, Street Food",400,Dine-out
28104,,No,No,4.4,181,Richmond Road,Quick Bites,"Rolls, Beef Kabab, Seekh Kebab, Seekh Roll","Kebab, Rolls",250,Dine-out
28105,,No,No,4.2,366,Richmond Road,Quick Bites,"Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice","North Indian, Biryani",400,Dine-out
28106,,No,No,3.9,85,Church Street,Quick Bites,"Momos, Hakka Noodles, Chop Suey",Chinese,500,Dine-out
28107,,No,No,4,1223,Church Street,Quick Bites,"Mutton Cutlets, Masala Dosa, Filter Coffee, Omelette, Vada, Scrambled Eggs, Hot Coffee",South Indian,200,Dine-out
28108,,Yes,No,4.1,48,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",300,Dine-out
28109,,No,No,4,1469,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450,Dine-out
28110,,Yes,No,3.9,37,Brigade Road,Quick Bites,,"Mexican, American, Fast Food",600,Dine-out
28111,,Yes,Yes,4.1,121,Church Street,Quick Bites,"Biryani, Tea","Healthy Food, North Indian, Biryani, Continental, Desserts",300,Dine-out
28112,,No,No,4,109,Richmond Road,Quick Bites,"Chicken Curry, Biryani, Chilli Chicken, Fry Prawns, Chicken Kebab","Andhra, South Indian",300,Dine-out
28113,,No,No,4,90,Infantry Road,Quick Bites,"Akki Rottis, Rumali Roti, Masala Dosa, Vada, Raagi Roti, Rava Idli, Coffee","South Indian, Chinese, Street Food, Juices",300,
28114,,Yes,No,3.6,20,MG Road,Quick Bites,,South Indian,200,Dine-out
28115,,Yes,No,3.8,201,Brigade Road,Quick Bites,"Burgers, Ginger Chicken, Virgin Mojito, Crispy Chicken, Rice Bowl, Popcorn","Burger, Fast Food",450,Dine-out
28116,,No,No,3.6,55,Richmond Road,"Bakery, Quick Bites",Plum Cake,"Bakery, Fast Food",300,Dine-out
28117,,Yes,No,4,790,Richmond Road,Quick Bites,"Rolls, Shawarma, Chicken Shawarama, Beef Shwarma, Haleem, Beef Seekh Roll, Chicken Roll","Arabian, Biryani, Rolls, Kebab",400,Dine-out
28118,,No,No,3.2,58,Lavelle Road,Quick Bites,"Sea Food, Fish Fry, Fish Curry, Fish Kebab, Buttermilk, Fry Prawns, Ragi Mudde","Seafood, Mangalorean",350,
28119,,No,No,4.1,343,Brigade Road,Quick Bites,"Thukpa, Vegetable Noodles, Steam Chicken Momos, Chowmein, Chicken Shaptra, Chicken Manchurian, Dumplings","Tibetan, Chinese, Momos",300,Dine-out
28120,,Yes,No,3.9,119,MG Road,Quick Bites,"Burgers, French Fries, Maharaja Chicken Burger, Mc Flurry","Burger, Fast Food",500,Dine-out
28121,,Yes,No,3.6,125,Brigade Road,"Food Court, Quick Bites","Burgers, Chocolate Momos, Noodles, Cheese Momos","Tibetan, Momos",400,Dine-out
28122,,No,No,2.8,64,Brigade Road,Quick Bites,Sandwich,"Healthy Food, Sandwich, Salad",500,Dine-out
28123,,Yes,No,3.4,64,Church Street,Quick Bites,"Donne Biryani, Mutton Biryani","Biryani, Kebab",400,Dine-out
28124,,Yes,No,3.5,59,Shanti Nagar,Quick Bites,,Fast Food,300,Dine-out
28125,,Yes,No,3.4,25,Langford Town,Quick Bites,,"Fast Food, Rolls",400,Dine-out
28126,,Yes,No,3,8,Brigade Road,Quick Bites,,Fast Food,500,Dine-out
28127,,No,No,3.6,8,Brigade Road,Quick Bites,,"Kerala, South Indian, North Indian, Chinese",400,Dine-out
28128,,Yes,No,3.6,91,Brigade Road,Food Court,"Burgers, Fries, Chicken Crisp Burger","Burger, Fast Food, Beverages",600,Dine-out
28129,,Yes,No,3.1,29,Brigade Road,Food Court,,"Rolls, Lebanese",250,Dine-out
28130,,No,Yes,4.3,166,Ulsoor,Fine Dining,"Pasta, Pizza, Appam, Pancakes, Chaat, Fish, Masoor Dal","American, Continental, North Indian, South Indian","2,800",
28131,,No,Yes,4.2,145,Ulsoor,Fine Dining,"Ratatouille, Pizza, Tiramisu, Pasta, Wild Mushroom Risotto, Cocktails","Italian, Mediterranean","2,500",Dine-out
28132,,No,Yes,4.4,1086,Ulsoor,Casual Dining,"Mutton Seekh, Paan Kulfi, Biryani, Fish, Crispy Corn, Salads, Panipuri","North Indian, European, Mediterranean, BBQ, Kebab","1,600",Dine-out
28133,,Yes,Yes,4.1,637,Cunningham Road,Casual Dining,"Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian","1,100",Dine-out
28134,,No,No,4.1,493,Race Course Road,Casual Dining,"Masala Dosa, Aloo Palya, Biryani, Vada Sambar, Badam Halwa, Filter Coffee, Idli","South Indian, North Indian",600,
28135,,Yes,No,4,1106,Ulsoor,Casual Dining,"Appam, Fish, Mutton Stew, Cocktails, Egg Roast, Prawn Curry, Chicken Stew","Kerala, Seafood","1,300",Dine-out
28136,,Yes,No,4.3,658,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Dine-out
28137,,No,No,4,38,Vasanth Nagar,"Cafe, Dessert Parlor","Salted Caramel, Pie","Cafe, Desserts, Beverages","1,100",Dine-out
28138,,No,Yes,4.2,83,Ulsoor,Fine Dining,"Noodles, Mushroom Ramen","Japanese, Chinese, Thai","3,000",Dine-out
28139,,No,No,4.3,167,Ulsoor,Cafe,"Coffee, Cappuccino, Hot Chocolate, Sandwich, Tiramisu, Pasta, Fries","Cafe, Salad, Desserts, Pizza",750,Dine-out
28140,,No,Yes,4.1,329,Cunningham Road,Lounge,"Gulab Jamun, Sea Food, Bruschettas, Paneer Tikka, Gajar Halwa, Shahi Tukda, Biryani","North Indian, Mughlai, Mediterranean","1,300",Dine-out
28141,,No,No,3.9,173,Shivajinagar,Casual Dining,"Ghee Rice, Biryani, Chicken Kebab, Mutton Seekh, Paratha","North Indian, Chinese",500,Dine-out
28142,,No,Yes,3.9,50,Ulsoor,Casual Dining,,"European, North Indian, South Indian, Seafood, Salad, Asian, Grill","2,000",Dine-out
28143,,Yes,No,4.2,402,Cunningham Road,Casual Dining,"Butter Naan, Mudpie, Mutton Biryani, Chicken Tikka, Kulfi, Steak, Sweet Corn Soup","Chinese, Continental, North Indian, Mughlai, Steak",600,Dine-out
28144,,Yes,Yes,4.2,864,Cunningham Road,"Casual Dining, Cafe","Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos","1,000",Dine-out
28145,,Yes,No,4.2,745,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750,Dine-out
28146,,Yes,Yes,4,189,Shivajinagar,"Casual Dining, Bar","Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani, Malai Kulfi","North Indian, Lucknowi","1,300",Dine-out
28147,,Yes,No,4,180,Ulsoor,Casual Dining,"Chicken Biryani, Vegetable Biryani, Raita","Biryani, Andhra",750,Dine-out
28148,,Yes,No,4.2,182,Commercial Street,Casual Dining,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos",800,Dine-out
28149,,Yes,Yes,4,380,Cunningham Road,Casual Dining,"Palak Soup, Mushroom Masala, Dal Makhani, Kebab Platter, Jal-jeera, Mushroom Soup, Roti","North Indian, Chinese, Healthy Food",850,Dine-out
28150,,Yes,No,3.7,162,Cunningham Road,Casual Dining,"Noodles, Phad Thai, Sweet Corn Soup, Chop Suey","Chinese, Thai",700,Dine-out
28151,,Yes,No,3.4,207,Cunningham Road,Casual Dining,"Noodles, Honey Chilli Chicken, Crispy Chilli Chicken","Chinese, Asian, American, Seafood",600,Dine-out
28152,,No,No,4.1,405,Cunningham Road,Casual Dining,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice","North Indian, Mughlai, Arabian, Chinese",750,Dine-out
28153,,Yes,No,3.7,111,Shivajinagar,Casual Dining,"Ghee Rice, Mutton Biryani, Seekh Kebab, Paratha, Tandoori Chicken, Kalmi Kebab","Mughlai, Chinese",700,Dine-out
28154,,No,No,3.8,36,City Market,Casual Dining,,"South Indian, North Indian, Chinese",500,Dine-out
28155,,No,No,3.8,33,Cunningham Road,Quick Bites,,"South Indian, Biryani",400,Dine-out
28156,,Yes,No,3.9,116,Ulsoor,Quick Bites,"Lassi, Amritsari Kulcha, Chole",North Indian,150,Dine-out
28157,,No,No,3.7,45,Race Course Road,Casual Dining,"Thali, Chicken Biryani","Chinese, South Indian, North Indian",900,Dine-out
28158,,No,No,3.7,22,Shivajinagar,Quick Bites,,"North Indian, Chinese, Arabian, Rolls",350,Dine-out
28159,,No,Yes,4.1,77,Race Course Road,Fine Dining,,"North Indian, Mughlai","2,800",Dine-out
28160,,No,Yes,4,141,Wilson Garden,Bar,Beer,"Finger Food, North Indian, Chinese","1,000",Dine-out
28161,,Yes,No,3.7,33,Ulsoor,Quick Bites,,"North Indian, Chinese",300,Dine-out
28162,,Yes,No,3.8,50,Wilson Garden,Quick Bites,,North Indian,350,Dine-out
28163,,Yes,No,3.8,59,Commercial Street,Sweet Shop,"Dhokla, Raj Kachori, Rabri","Fast Food, Mithai",300,Dine-out
28164,,No,No,4.3,205,Majestic,Quick Bites,"Podi Masala Dosa, Crispy Masala Dosa, Idli, Vada, Coffee, Paper Plain Dosa, Aloo Palya",South Indian,150,Dine-out
28165,,Yes,No,3.8,33,Ulsoor,Quick Bites,"Filter Coffee, Vada","South Indian, Beverages",200,Dine-out
28166,,No,No,4.5,207,City Market,Quick Bites,"Masala Dosa, Khali Dosa, Kali Dosa, Gini Dosa, Idli, Potato Masala, Coffee",South Indian,200,Dine-out
28167,,No,No,3.4,7,Sanjay Nagar,Casual Dining,,"Continental, Desserts, Italian, Japanese, Mexican, North Indian, South Indian",600,Dine-out
28168,,Yes,No,4.1,80,Commercial Street,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350,Dine-out
28169,,Yes,No,3.7,35,Wilson Garden,Mess,,"Andhra, Chinese",300,Dine-out
28170,,Yes,No,3.3,89,Ulsoor,Quick Bites,,"North Indian, Chinese, South Indian",350,Dine-out
28171,,Yes,No,3.7,51,Commercial Street,Quick Bites,,Biryani,250,Dine-out
28172,,Yes,No,3.5,11,Wilson Garden,Quick Bites,,Fast Food,200,Dine-out
28173,,No,No,3.1,46,Cunningham Road,Casual Dining,,"Asian, Continental","1,000",
28174,,Yes,No,3.9,157,Wilson Garden,Casual Dining,"Manchow Soup, Shawarma, Momos, Hyderabadi Biryani, Vegetarian, Noodles, Dragon Chicken","North Indian, Chinese",450,Dine-out
28175,,Yes,No,3.5,47,Wilson Garden,Casual Dining,Chicken Biryani,South Indian,450,
28176,,No,No,3.6,38,Shivajinagar,Quick Bites,,"South Indian, Street Food, Beverages, Desserts",250,Dine-out
28177,,No,No,3.1,11,Commercial Street,Casual Dining,,North Indian,450,Dine-out
28178,,No,No,3.8,52,Wilson Garden,Quick Bites,"Pongal, Filter Coffee, Idli, Masala Dosa",South Indian,150,Dine-out
28179,,No,No,0,0,HSR,Casual Dining,,"Chinese, North Indian, Kerala, Seafood, Fast Food",600,Dine-out
28180,,Yes,No,3.1,5,Commercial Street,Quick Bites,,"Kerala, North Indian, Chinese",300,Dine-out
28181,,No,No,3.2,4,Wilson Garden,Quick Bites,,Biryani,200,Dine-out
28182,,No,No,3.3,5,Wilson Garden,Quick Bites,,Biryani,300,Dine-out
28183,,No,No,3.6,15,Commercial Street,Quick Bites,,South Indian,200,Dine-out
28184,,Yes,No,3.4,8,Wilson Garden,Quick Bites,,Biryani,300,Dine-out
28185,,No,Yes,4.3,502,Residency Road,"Microbrewery, Casual Dining","Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak",Modern Indian,"2,000",
28186,,No,Yes,4.4,4616,MG Road,Lounge,"Cocktails, Lasagne, Mocktails, Martini, Mutton Pepper, Long Island Iced Tea, Mojito","Asian, North Indian, Thai","1,700",
28187,,No,Yes,4.4,409,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","Asian, Continental, European, North Indian","1,500",Drinks & nightlife
28188,,No,No,4.6,4048,Residency Road,"Microbrewery, Casual Dining","Pizza, Cocktails, Peri Peri Chicken, Mocktails, Craft Beer, Pasta, Nachos","Continental, BBQ, Salad","1,500",
28189,,No,Yes,4.3,2240,Residency Road,"Microbrewery, Lounge","Spaghetti, Wheat Beer, Cocktails, Risotto, Nachos, Gourmet Pizza, Draught Beer","Continental, Italian","1,700",
28190,,No,Yes,4.4,232,Residency Road,"Bar, Casual Dining","Cocktails, Corn Fritters, Sangria, Butter Chicken, Paneer Steak, Chicken Steak, Chicken Cutlet","Asian, Burger, Chinese, Finger Food","1,200",
28191,,No,Yes,4.1,104,Residency Road,Pub,"Cocktails, Pizza, Fries, Wings, Mango Phirni, Fish Grill","Continental, Chinese, Fast Food","1,000",Drinks & nightlife
28192,,No,No,4,521,Residency Road,Bar,"Masala Peanuts, Beer, Chicken Lollipop, Pepper Chicken, Chilli Chicken, Fried Rice, Chicken Tikka","North Indian, Chinese, Fast Food","1,000",Drinks & nightlife
28193,,No,No,3.6,14,Residency Road,Bar,,"North Indian, Chinese, Finger Food",800,Drinks & nightlife
28194,,No,Yes,4.4,895,Lavelle Road,Fine Dining,"Cocktails, Sushi, Salmon, Martini, Tempura Prawns, Chicken Gyoza, Ramen","Asian, Japanese, Thai","3,000",Drinks & nightlife
28195,,Yes,Yes,4.4,2247,Lavelle Road,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori","Japanese, Asian","3,000",
28196,,No,No,4.5,1611,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",
28197,,No,Yes,4.4,409,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","Asian, Continental, European, North Indian","1,500",
28198,,Yes,Yes,4.1,2181,Brigade Road,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Cocktails, Popcorn","Chinese, Continental, North Indian","2,000",Drinks & nightlife
28199,,No,Yes,4.5,5294,St. Marks Road,"Casual Dining, Bar","Burgers, Cocktails, Legendary Hrc Burger, Nachos, Sandwiches, Bloody Mary, Mocktails","American, BBQ","2,500",
28200,,Yes,Yes,4.5,1260,St. Marks Road,"Casual Dining, Bar","Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean","1,700",
28201,,Yes,Yes,4.4,3730,Lavelle Road,"Casual Dining, Irani Cafee","Okra, Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Kulfi","Parsi, North Indian","1,300",
28202,,No,No,4.2,651,St. Marks Road,"Pub, Casual Dining","Sangria, Chole, Cocktails, Pizza, Nachos, Noodles, Fish","Continental, Chinese, North Indian, Finger Food","1,300",
28203,,Yes,Yes,4.3,3498,Lavelle Road,"Pub, Microbrewery","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer","Continental, BBQ, Finger Food","1,700",Drinks & nightlife
28204,,No,Yes,4.2,1476,MG Road,"Pub, Casual Dining","Salad, Beer, Nachos, Chicken Wings, Onion Rings, Chilli Paneer, Roti","Continental, Chinese, Finger Food, North Indian","1,500",
28205,,No,No,4.3,1052,Lavelle Road,Lounge,"Nachos, Cocktails, Tacos, Prawn Taquitos, Churros, Chimichangas, Enchiladas","Mexican, Tex-Mex","1,500",
28206,,No,Yes,4.3,612,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Octopus Takoyaki","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","2,500",
28207,,Yes,Yes,4.4,504,St. Marks Road,"Bar, Casual Dining","Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Modern Indian,"1,900",Drinks & nightlife
28208,,No,Yes,4.3,2749,Brigade Road,"Bar, Casual Dining","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian","1,300",
28209,,No,Yes,4.4,152,Lavelle Road,"Casual Dining, Bar","Cocktails, Peri Peri Chicken Burger, Pasta, Brownie, Jalapeno Poppers, Mocktails, Basil Pesto","North Indian, Chinese, Continental, Italian","1,000",Drinks & nightlife
28210,,No,Yes,4.2,265,Brigade Road,Pub,"Beer, Cocktails","American, North Indian, Chinese","1,500",
28211,,No,No,4.3,2286,Church Street,"Bar, Casual Dining","Peri Peri Chicken, Burgers, Cocktails, Beef Steak, Draught Beer, Chicken Sandwich, Peri Fries","Finger Food, Continental","1,100",
28212,,No,Yes,4.3,301,St. Marks Road,"Bar, Casual Dining","Cocktails, Peri Peri Wings, Brownie, Tempura Prawns, Burgers, Mezze Platter, Pizza","Mediterranean, Italian, Asian","1,200",Drinks & nightlife
28213,,No,Yes,4.2,228,MG Road,"Pub, Casual Dining","Pizza, Fish, Cocktails, Cosmopolitan, Pasta Alfredo, Brownie Chocolate, Potli Biryani","Continental, Finger Food, Pizza, North Indian","1,000",Drinks & nightlife
28214,,Yes,Yes,4.2,2292,St. Marks Road,"Casual Dining, Bar","Cocktails, Mocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Margarita, Sangria","European, North Indian, Mediterranean, Asian, Salad","1,400",Drinks & nightlife
28215,,No,No,4.2,1359,Church Street,Pub,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Chicken Bbq Wings","Continental, Italian, Burger","1,100",Drinks & nightlife
28216,,Yes,Yes,4,941,Church Street,"Casual Dining, Bar","Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad","1,000",Drinks & nightlife
28217,,Yes,Yes,4.2,416,Brigade Road,"Bar, Casual Dining","Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","Finger Food, Continental, Pizza","1,600",
28218,,No,Yes,3.9,685,Church Street,"Casual Dining, Bar","Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","South Indian, Chettinad, Kerala, Seafood","1,200",Drinks & nightlife
28219,,No,No,4.2,2034,Shanti Nagar,"Casual Dining, Pub","Burgers, Beer, Cocktails, Mocktails, Nachos, Peri Peri Chicken Wings, Pasta","American, Finger Food, BBQ, Steak","1,200",
28220,,No,Yes,4.2,551,MG Road,"Casual Dining, Pub","Pizza, Nachos, Draught Beer, Pasta, Brownie, Potli Biryani, Mojito","North Indian, Pizza, Chinese","1,500",Drinks & nightlife
28221,,No,Yes,4.1,559,Brigade Road,"Pub, Casual Dining","Murgh Ghee Roast, Fried Rice, Draught Beer, Beef Chilli, Chicken Curry, Fish Fingers, French Fries",Finger Food,"1,100",Drinks & nightlife
28222,,Yes,No,4.1,1221,Brigade Road,Bar,"Cocktails, Pizza, Murgh Platter, Draught Beer, Veg Platter, Chicken Wings, Fries","Continental, Chinese","2,000",Drinks & nightlife
28223,,No,No,4.1,1546,Lavelle Road,Pub,"Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza","Continental, Steak","1,200",Drinks & nightlife
28224,,No,Yes,4.1,612,MG Road,Club,"Cocktails, Paneer Tikka, Beer",Continental,"2,800",Drinks & nightlife
28225,,No,No,3.8,625,MG Road,Lounge,Fish Fingers,"North Indian, Chinese, Mediterranean","3,000",Drinks & nightlife
28226,,No,No,2,402,Brigade Road,Lounge,"Dance Floor, Dj",Finger Food,"1,500",Drinks & nightlife
28227,,No,Yes,4,752,Church Street,Pub,"Beer, Butter Garlic Prawns, Potato Wedges, Nachos, Pasta, Cocktails, Burgers","Finger Food, Continental, Asian, North Indian","1,100",Drinks & nightlife
28228,,No,No,2.6,409,MG Road,Pub,"Tandoori Chicken, Onion Rings, Masala Peanuts, Draught Beer, Panneer Butter Masala, Cocktails","North Indian, Chinese","1,000",Drinks & nightlife
28229,,No,Yes,4,196,MG Road,"Lounge, Bar","Cocktails, Mai Thai, Pizza, Lemon Basil Chicken","North Indian, Mediterranean, Chinese","3,000",Drinks & nightlife
28230,,No,Yes,4.2,264,MG Road,"Casual Dining, Bar","Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto","Thai, Continental, North Indian","1,500",
28231,,Yes,Yes,4.7,4845,Cunningham Road,"Pub, Cafe","Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe","1,300",
28232,,No,Yes,4.1,329,Cunningham Road,Lounge,"Gulab Jamun, Sea Food, Bruschettas, Paneer Tikka, Gajar Halwa, Shahi Tukda, Biryani","North Indian, Mughlai, Mediterranean","1,300",Drinks & nightlife
28233,,No,Yes,4,140,Wilson Garden,Bar,Beer,"Finger Food, North Indian, Chinese","1,000",Drinks & nightlife
